state,year,12_17,18_25,26_plus,se_12_17,se_18_25,se_26_plus,rml
Texas,2011,6.3200982,14.698377739999998,3.58851363,0.4690584897959183,0.7779131581632645,0.35114922193877557,never
Utah,2011,3.72050372,8.30961243,2.40670634,0.5989471352040816,1.1148927423469388,0.461222293367347,never
Vermont,2011,14.044073000000001,33.183866789999996,9.48212906,1.2991788239795918,2.009922579081632,1.0698179081632653,never
Virginia,2011,7.2239828699999995,17.87294565,3.69089955,0.8100616964285715,1.5661462525510208,0.5812580306122448,never
Washington,2011,9.5853035,25.560491210000002,7.3185227500000005,0.9677349413265309,1.6839107448979596,0.887376211734694,before
West Virginia,2011,7.32673889,19.69214006,3.74056507,0.8880765051020407,1.5501770102040817,0.598551181122449,never
Wisconsin,2011,6.360921210000001,15.571404580000001,3.99187618,0.8050835178571432,1.517967160714286,0.6352600918367347,never
Wyoming,2011,5.291825599999999,14.14198137,3.47964174,0.7022255535714285,1.4842897653061224,0.5810620535714287,never
Alabama,2012,5.62,14.34,3.38,0.6785714285714286,1.2780612244897964,0.5076530612244897,never
Alaska,2012,10.01,24.77,11.18,1.0892857142857142,1.8596938775510212,1.2346938775510203,before
Arizona,2012,8.37,17.2,5.33,0.8877551020408162,1.5688775510204078,0.8214285714285715,never
Arkansas,2012,6.01,14.71,3.61,0.7219387755102041,1.3061224489795917,0.6122448979591838,never
California,2012,8.83,21.74,6.74,0.5612244897959184,0.9158163265306122,0.5102040816326531,before
Colorado,2012,10.47,26.81,7.63,1.1122448979591835,1.7780612244897966,0.9923469387755104,after
Connecticut,2012,8.72,23.66,6.01,0.9515306122448979,1.7091836734693877,0.8392857142857143,never
Delaware,2012,9.58,20.95,4.95,1.010204081632653,1.6403061224489794,0.691326530612245,never
Florida,2012,7.03,19.02,4.73,0.47704081632653045,0.8035714285714292,0.4285714285714285,never
Georgia,2012,7.2,16.65,3.88,0.8112244897959183,1.479591836734694,0.5943877551020409,never
Hawaii,2012,9.69,18.15,5.69,1.1020408163265307,1.4872448979591837,0.8086734693877553,never
Idaho,2012,6.21,13.09,3.77,0.7397959183673468,1.3137755102040818,0.6301020408163266,never
Illinois,2012,6.94,20.27,4.79,0.4795918367346941,0.8698979591836735,0.42346938775510207,never
Indiana,2012,6.25,16.78,4.31,0.7499999999999999,1.469387755102041,0.6632653061224489,never
Iowa,2012,6.65,16.84,4.13,0.7448979591836735,1.5127551020408163,0.6377551020408162,never
Kansas,2012,5.47,11.34,2.55,0.7244897959183674,1.24234693877551,0.5102040816326531,never
Kentucky,2012,6.06,17.35,3.65,0.7193877551020409,1.4234693877551021,0.5688775510204082,never
Louisiana,2012,5.01,13,3.02,0.6071428571428571,1.11734693877551,0.4668367346938775,never
Maine,2012,8.94,22.66,6.29,0.9107142857142858,1.6479591836734697,0.8698979591836737,before
Maryland,2012,7.54,17.53,3.66,0.8443877551020408,1.4744897959183672,0.6020408163265305,never
Massachusetts,2012,10.58,25.77,6.34,1.0306122448979589,1.7168367346938778,0.8571428571428572,before
Michigan,2012,8.89,22.13,6.61,0.5051020408163264,0.8341836734693877,0.4821428571428571,never
Minnesota,2012,7.27,17.58,4.33,0.8316326530612247,1.596938775510204,0.6556122448979591,never
Mississippi,2012,6.32,15.86,3.88,0.7091836734693876,1.3852040816326534,0.5943877551020409,never
Missouri,2012,7.28,17.41,3.83,0.7908163265306124,1.538265306122449,0.6198979591836736,never
